"시도명","시군구명","상세주소","분포식물학명","분포식물국명"
"강원특별자치도","강릉시","만덕봉","Euonymus alatus (Thunb.) Siebold f. ciliato-dentatus (Franch. & Sav.) Hiyama","회잎나무"
"강원특별자치도","강릉시","만덕봉","Acer pseudosieboldianum (Pax) Kom.","당단풍나무"
"강원특별자치도","강릉시","만덕봉","Acer tataricum L. subsp. ginnala (Maxim.) Wesm.","신나무"
"강원특별자치도","강릉시","만덕봉","Acer triflorum Kom.","복자기"
"강원특별자치도","강릉시","만덕봉","Cirsium japonicum Fisch. ex DC. var. maackii (Maxim.) Matsum.","엉겅퀴"
"강원특별자치도","강릉시","만덕봉","Crepidiastrum sonchifolium (Bunge) J.H.Pak & Kawano","고들빼기"
"강원특별자치도","강릉시","만덕봉","Ixeris chinensis (Thunb.) Nakai","노랑선씀바귀"
"강원특별자치도","강릉시","만덕봉","Ixeris polycephala Cass.","벌씀바귀"
"강원특별자치도","강릉시","만덕봉","Dennstaedtia wilfordii (T.Moore) Christ","황고사리"
"강원특별자치도","강릉시","만덕봉","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A.Heller","고사리"
"강원특별자치도","강릉시","만덕봉","Pentarhizidium orientale (Hook.) Hayata","개면마"
"강원특별자치도","강릉시","만덕봉","Woodsia polystichoides D.C.Eaton","우드풀"
"강원특별자치도","강릉시","만덕봉","Woodsia manchuriensis Hook.","만주우드풀"
"강원특별자치도","강릉시","만덕봉","Dryopteris monticola (Makino) C.Chr.","왕지네고사리"
"강원특별자치도","강릉시","만덕봉","Dryopteris lacera (Thunb.) Kuntze","비늘고사리"
"강원특별자치도","강릉시","만덕봉","Dryopteris bissetiana (Baker) C.Chr.","산족제비고사리"
"강원특별자치도","강릉시","만덕봉","Asplenium tenuicaule Hayata","애기꼬리고사리"
"강원특별자치도","강릉시","만덕봉","Asplenium ruprechtii Sa.Kurata","거미고사리"
"강원특별자치도","강릉시","만덕봉","Lepisorus ussuriensis (Regel & Maack) Ching","산일엽초"
"강원특별자치도","강릉시","만덕봉","Carex forficula Franch. & Sav.","산뚝사초"
"강원특별자치도","강릉시","만덕봉","Carex polyschoena H.Lév. & Vaniot","가지청사초"
"강원특별자치도","강릉시","만덕봉","Carex fernaldiana H.Lév. & Vaniot","실사초"
"강원특별자치도","강릉시","만덕봉","Carex lasiolepis Franch.","난사초"
"강원특별자치도","강릉시","만덕봉","Carex lanceolata Boott","그늘사초"
"강원특별자치도","강릉시","만덕봉","Carex siderosticta Hance","대사초"
"강원특별자치도","강릉시","만덕봉","Carex bostrychostigma Maxim.","길뚝사초"
"강원특별자치도","강릉시","만덕봉","Scirpus wichurae Boeck.","방울고랭이"
"강원특별자치도","강릉시","만덕봉","Luzula capitata (Miq. ex Franch. & Sav.) Kom.","꿩의밥"
"강원특별자치도","강릉시","만덕봉","Smilax china L.","청미래덩굴"
"강원특별자치도","강릉시","만덕봉","Smilax riparia A.DC.","밀나물"
"강원특별자치도","강릉시","만덕봉","Smilax sieboldii Miq.","청가시덩굴"
"강원특별자치도","강릉시","만덕봉","Dioscorea nipponica Makino","부채마"
"강원특별자치도","강릉시","만덕봉","Chloranthus quadrifolius (A.Gray) H.Ohba & S.Akiyama","홀아비꽃대"
"강원특별자치도","강릉시","만덕봉","Quercus aliena Blume","갈참나무"
"강원특별자치도","강릉시","만덕봉","Clematis apiifolia DC.","사위질빵"
"강원특별자치도","강릉시","만덕봉","Clematis brachyura Maxim.","외대으아리"
"강원특별자치도","강릉시","만덕봉","Clematis urticifolia Nakai ex Kitag.","병조희풀"
"강원특별자치도","강릉시","만덕봉","Clematis patens C.Morren & Decne.","큰꽃으아리"
"강원특별자치도","강릉시","만덕봉","Clematis mandshurica Rupr.","으아리"
"강원특별자치도","강릉시","만덕봉","Clematis trichotoma Nakai","할미밀망"
"강원특별자치도","강릉시","만덕봉","Cocculus orbiculatus (L.) DC.","댕댕이덩굴"
"강원특별자치도","강릉시","만덕봉","Menispermum dauricum DC.","새모래덩굴"
"강원특별자치도","강릉시","만덕봉","Chrysosplenium flagelliferum F.Schmidt","애기괭이눈"
"강원특별자치도","강릉시","만덕봉","Parnassia palustris L.","물매화"
"강원특별자치도","강릉시","만덕봉","Rodgersia podophylla A.Gray","도깨비부채"
"강원특별자치도","강릉시","만덕봉","Geranium thunbergii Siebold ex Lindl. & Paxton","이질풀"
"강원특별자치도","강릉시","만덕봉","Rhamnus parvifolia Bunge","돌갈매나무"
"강원특별자치도","강릉시","만덕봉","Alangium platanifolium (Siebold & Zucc.) Harms var. trilobum (Miq.) Ohwi","박쥐나무"
"강원특별자치도","강릉시","만덕봉","Kalopanax septemlobus (Thunb.) Koidz.","음나무"
"강원특별자치도","강릉시","만덕봉","Rhododendron mucronulatum Turcz.","진달래"
"강원특별자치도","강릉시","만덕봉","Rhododendron schlippenbachii Maxim.","철쭉"
"강원특별자치도","강릉시","만덕봉","Gentiana squarrosa Ledeb.","구슬붕이"
"강원특별자치도","강릉시","만덕봉","Gentiana zollingeri Fawc.","큰구슬붕이"
"강원특별자치도","강릉시","만덕봉","Lithospermum murasaki Siebold","지치"
"강원특별자치도","강릉시","만덕봉","Trigonotis peduncularis (Trevis.) Benth. ex Baker & S.Moore","꽃마리"
"강원특별자치도","강릉시","만덕봉","Scopolia parviflora (Dunn) Nakai","미치광이풀"
"강원특별자치도","강릉시","만덕봉","Atractylodes ovata (Thunb.) DC.","삽주"
"강원특별자치도","강릉시","만덕봉","Breea segetum (Bunge) Kitam.","조뱅이"
"강원특별자치도","강릉시","만덕봉","Carduus crispus L.","지느러미엉겅퀴"
"강원특별자치도","강릉시","만덕봉","Hemisteptia lyrata (Bunge) Fisch. & C.A.Mey.","지칭개"
"강원특별자치도","강릉시","만덕봉","Leuzea uniflora (L.) Holub","뻐꾹채"
"강원특별자치도","강릉시","만덕봉","Aster tataricus L.f.","개미취"
"강원특별자치도","강릉시","만덕봉","Aster ageratoides Turcz.","까실쑥부쟁이"
"강원특별자치도","강릉시","만덕봉","Peucedanum terebinthaceum (Fisch. ex Trevir.) Fisch. ex Turcz.","기름나물"
"강원특별자치도","강릉시","만덕봉","Asarum sieboldii Miq.","족도리풀"
"강원특별자치도","강릉시","만덕봉","Cardamine fallax (O.E.Schulz) Nakai","좁쌀냉이"
"강원특별자치도","강릉시","만덕봉","Draba nemorosa L.","꽃다지"
"강원특별자치도","강릉시","만덕봉","Sisymbrium luteum (Maxim.) O.E.Schulz","노란장대"
"강원특별자치도","강릉시","만덕봉","Allium macrostemon Bunge","산달래"
"강원특별자치도","강릉시","만덕봉","Allium monanthum Maxim.","달래"
"강원특별자치도","강릉시","만덕봉","Polygonatum odoratum (Mill.) Druce var. pluriflorum (Miq.) Ohwi","둥굴레"
"강원특별자치도","강릉시","만덕봉","Polygonatum × desoulavyi Kom.","안면용둥굴레"
"강원특별자치도","강릉시","만덕봉","Oxalis corniculata L.","괭이밥"
"강원특별자치도","강릉시","만덕봉","Arisaema amurense Maxim.","둥근잎천남성"
"강원특별자치도","강릉시","만덕봉","Corchoropsis tomentosa (Thunb.) Makino","수까치깨"
"강원특별자치도","강릉시","만덕봉","Syringa reticulata (Blume) H.Hara var. amurensis (Rupr.) J.S.Pringle","개회나무"
"강원특별자치도","강릉시","만덕봉","Syringa patula (Palib.) Nakai","털개회나무"
"강원특별자치도","강릉시","만덕봉","Mazus pumilus (Burm.f.) Steenis","주름잎"
"강원특별자치도","강릉시","만덕봉","Melampyrum roseum Maxim.","꽃며느리밥풀"
"강원특별자치도","강릉시","만덕봉","Leibnitzia anandria (L.) Turcz.","솜나물"
"강원특별자치도","강릉시","만덕봉","Carpesium cernuum L.","좀담배풀"
"강원특별자치도","강릉시","만덕봉","Inula japonica Thunb.","금불초"
"강원특별자치도","강릉시","만덕봉","Tephroseris kirilowii (Turcz. ex DC.) Holub","솜방망이"
"강원특별자치도","강릉시","만덕봉","Pseudostellaria davidii (Franch.) Pax ex Pax & Hoffm.","덩굴개별꽃"
"강원특별자치도","강릉시","만덕봉","Pseudostellaria heterophylla (Miq.) Pax","개별꽃"
"강원특별자치도","강릉시","만덕봉","Taraxacum officinale F.H.Wigg.","서양민들레"
"강원특별자치도","강릉시","만덕봉","Rubus crataegifolius Bunge","산딸기"
"강원특별자치도","강릉시","만덕봉","Rubus pungens Cambess.","줄딸기"
"강원특별자치도","강릉시","만덕봉","Adenophora divaricata Franch. & Sav.","넓은잔대"
"강원특별자치도","강릉시","만덕봉","Adenophora triphylla (Thunb.) A.DC. var. japonica (Regel) H.Hara","잔대"
"강원특별자치도","강릉시","만덕봉","Codonopsis lanceolata (Siebold & Zucc.) Benth. & Hook.f. ex Trautv.","더덕"
"강원특별자치도","강릉시","만덕봉","Fraxinus rhynchophylla Hance","물푸레나무"
"강원특별자치도","강릉시","만덕봉","Lindera obtusiloba Blume","생강나무"
"강원특별자치도","강릉시","만덕봉","Magnolia sieboldii K.Koch","함박꽃나무"
"강원특별자치도","강릉시","만덕봉","Morus alba L.","뽕나무"
"강원특별자치도","강릉시","만덕봉","Vitis amurensis Rupr.","왕머루"
"강원특별자치도","강릉시","만덕봉","Hibiscus trionum L.","수박풀"
"강원특별자치도","강릉시","만덕봉","Zanthoxylum piperitum (L.) DC.","초피나무"
"강원특별자치도","강릉시","만덕봉","Dictamnus dasycarpus Turcz.","백선"
"강원특별자치도","강릉시","만덕봉","Amphicarpaea bracteata (L.) Fernald subsp. edgeworthii (Benth.) H.Ohashi","새콩"
"강원특별자치도","강릉시","만덕봉","Astragalus penduliflorus Lam. var. dahuricus (DC.) X.Y.Zhu","황기"
"강원특별자치도","강릉시","만덕봉","Vicia bungei Ohwi","들완두"
"강원특별자치도","강릉시","만덕봉","Vicia chosenensis Ohwi","노랑갈퀴"
"강원특별자치도","강릉시","만덕봉","Vigna angularis (Willd.) Ohwi & H.Ohashi var. nipponensis (Ohwi) Ohwi & H.Ohashi","새팥"
"강원특별자치도","강릉시","만덕봉","Prunus serrulata Lindl. var. pubescens (Makino) Nakai","잔털벚나무"
"강원특별자치도","강릉시","만덕봉","Prunus mandshurica (Maxim.) Koehne","개살구나무"
"강원특별자치도","강릉시","만덕봉","Prunus persica (L.) Batsch","복사나무"
"강원특별자치도","강릉시","만덕봉","Pyrus ussuriensis Maxim. ex Rupr.","산돌배"
"강원특별자치도","강릉시","만덕봉","Rhodotypos scandens (Thunb.) Makino","병아리꽃나무"
"강원특별자치도","강릉시","만덕봉","Rosa multiflora Thunb.","찔레꽃"
"강원특별자치도","강릉시","만덕봉","Stephanandra incisa (Thunb.) Zabel","국수나무"
"강원특별자치도","강릉시","만덕봉","Aruncus dioicus (Walter) Fernald","눈개승마"
"강원특별자치도","강릉시","만덕봉","Potentilla yokusaiana Makino","민눈양지꽃"
"강원특별자치도","강릉시","만덕봉","Viola keiskei Miq.","잔털제비꽃"
"강원특별자치도","강릉시","만덕봉","Viola orientalis (Maxim.) W.Becker","노랑제비꽃"
"강원특별자치도","강릉시","만덕봉","Viola phalacrocarpa Maxim.","털제비꽃"
"강원특별자치도","강릉시","만덕봉","Viola rossii Hemsl.","고깔제비꽃"
"강원특별자치도","강릉시","만덕봉","Viola tokubuchiana Makino var. takedana (Makino) F.Maek.","민둥뫼제비꽃"
"강원특별자치도","강릉시","만덕봉","Viola variegata Fisch. ex Link","알록제비꽃"
"강원특별자치도","강릉시","만덕봉","Viola philippica Cav.","호제비꽃"
"강원특별자치도","강릉시","만덕봉","Circaea mollis Siebold & Zucc.","털이슬"
"강원특별자치도","강릉시","만덕봉","Ranunculus chinensis Bunge","젓가락나물"
"강원특별자치도","강릉시","만덕봉","Alopecurus aequalis Sobol.","뚝새풀"
"강원특별자치도","강릉시","만덕봉","Calamagrostis arundinacea (L.) Roth","실새풀"
"강원특별자치도","강릉시","만덕봉","Dactylis glomerata L.","오리새"
"강원특별자치도","강릉시","만덕봉","Eragrostis pilosa (L.) P.Beauv.","큰비노리"
"강원특별자치도","강릉시","만덕봉","Eriochloa villosa (Thunb.) Kunth","나도개피"
"강원특별자치도","강릉시","만덕봉","Imperata cylindrica (L.) Raeusch.","띠"
"강원특별자치도","강릉시","만덕봉","Miscanthus sinensis Andersson","참억새"
"강원특별자치도","강릉시","만덕봉","Oplismenus undulatifolius (Ard.) P.Beauv.","주름조개풀"
"강원특별자치도","강릉시","만덕봉","Phragmites japonicus Steud.","달뿌리풀"
"강원특별자치도","강릉시","만덕봉","Poa sphondylodes Trin.","포아풀"
"강원특별자치도","강릉시","만덕봉","Thesium chinense Turcz.","제비꿀"
"강원특별자치도","강릉시","만덕봉","Viola acuminata Ledeb.","졸방제비꽃"
"강원특별자치도","강릉시","만덕봉","Philadelphus schrenkii Rupr.","고광나무"
"강원특별자치도","강릉시","만덕봉","Agastache rugosa (Fisch. & C.A.Mey.) Kuntze","배초향"
"강원특별자치도","강릉시","만덕봉","Leonurus japonicus Houtt.","익모초"
"강원특별자치도","강릉시","만덕봉","Leonurus macranthus Maxim.","송장풀"
"강원특별자치도","강릉시","만덕봉","Viburnum carlesii Hemsl.","분꽃나무"
"강원특별자치도","강릉시","만덕봉","Zabelia biflora (Turcz.) Makino","털댕강나무"
"강원특별자치도","강릉시","만덕봉","Weigela praecox (Lemoine) L.H.Bailey","소영도리나무"
"강원특별자치도","강릉시","만덕봉","Weigela florida (Bunge) A.DC.","붉은병꽃나무"
"강원특별자치도","강릉시","만덕봉","Diospyros lotus L.","고욤나무"
"강원특별자치도","강릉시","만덕봉","Styrax obassia Siebold & Zucc.","쪽동백나무"
"강원특별자치도","강릉시","만덕봉","Cuscuta japonica Choisy","새삼"
"강원특별자치도","강릉시","만덕봉","Salix caprea L.","호랑버들"
"강원특별자치도","강릉시","만덕봉","Picrasma quassioides (D.Don) Benn.","소태나무"
"강원특별자치도","강릉시","만덕봉","Androsace umbellata (Lour.) Merr.","봄맞이"
